10000(x),10000(y),IUF-2,IUF-3,IUF-4,IUF-5,IUF-6,IUF-7,IUF-8,IUF-9,IUF-10
6162,6981,4,3,3,3,2,2,2,2,2
7579,7706,4,3,3,3,2,2,2,2,2
6160,9185,4,3,3,3,2,2,2,2,2
3368,2619,4,3,3,3,2,2,2,2,2
9816,1140,4,3,3,3,2,2,2,2,2
1538,6058,4,3,3,3,2,2,2,2,2
1915,1206,4,3,3,3,2,2,2,2,2
3125,1673,4,3,3,3,2,2,2,2,2
3781,6678,4,3,3,3,2,2,2,2,2
3814,8471,4,3,3,3,2,2,2,2,2
6794,5304,4,3,3,3,2,2,2,2,2
3939,9827,4,3,3,3,2,2,2,2,2
3611,8020,4,3,3,3,2,2,2,2,2
875,7551,4,3,3,3,2,2,2,2,2
7371,655,4,3,3,3,2,2,2,2,2
9140,2228,4,3,3,3,2,2,2,2,2
278,3082,4,3,3,3,2,2,2,2,2
1681,78,4,3,3,3,2,2,2,2,2
8421,12,4,3,3,3,2,2,2,2,2
8264,8493,4,3,3,3,2,2,2,2,2
4684,9849,4,3,3,3,2,2,2,2,2
8275,6348,4,3,3,3,2,2,2,2,2
5683,4814,4,3,3,3,2,2,2,2,2
8013,4829,4,3,3,3,2,2,2,2,2
6597,4519,4,3,3,3,2,2,2,2,2
3359,1787,4,3,3,3,2,2,2,2,2
7203,2376,4,3,3,3,2,2,2,2,2
9231,4986,4,3,3,3,2,2,2,2,2
8086,5054,4,3,3,3,2,2,2,2,2
9754,7113,4,3,3,3,2,2,2,2,2
3027,2638,4,3,3,3,2,2,2,2,2
5544,9886,4,3,3,3,2,2,2,2,2
5883,6294,4,3,3,3,2,2,2,2,2
4215,8550,4,3,3,3,2,2,2,2,2
2652,9241,4,3,3,3,2,2,2,2,2
1659,4943,4,3,3,3,2,2,2,2,2
6459,151,4,3,3,3,2,2,2,2,2
5431,6258,4,3,3,3,2,2,2,2,2
2632,4825,4,3,3,3,2,2,2,2,2
6481,3248,4,3,3,3,2,2,2,2,2
3960,7579,4,3,3,3,2,2,2,2,2
848,9215,4,3,3,3,2,2,2,2,2
317,129,4,3,3,3,2,2,2,2,2
9400,3726,4,3,3,3,2,2,2,2,2
4597,3691,4,3,3,3,2,2,2,2,2
4129,3579,4,3,3,3,2,2,2,2,2
3837,4801,4,3,3,3,2,2,2,2,2
2667,8577,4,3,3,3,2,2,2,2,2
7747,8910,4,3,3,3,2,2,2,2,2
7382,7613,4,3,3,3,2,2,2,2,2
6356,9209,4,3,3,3,2,2,2,2,2
8711,7446,4,3,3,3,2,2,2,2,2
5646,510,4,3,3,3,2,2,2,2,2
5197,710,4,3,3,3,2,2,2,2,2
8499,3818,4,3,3,3,2,2,2,2,2
1336,7677,4,3,3,3,2,2,2,2,2
5541,9174,4,3,3,3,2,2,2,2,2
4589,7586,4,3,3,3,2,2,2,2,2
7573,7880,4,3,3,3,2,2,2,2,2
8433,1240,4,3,3,3,2,2,2,2,2
1446,2506,4,3,3,3,2,2,2,2,2
4913,8201,4,3,3,3,2,2,2,2,2
8796,2999,4,3,3,3,2,2,2,2,2
8085,1062,4,3,3,3,2,2,2,2,2
3532,7549,4,3,3,3,2,2,2,2,2
1829,538,4,3,3,3,2,2,2,2,2
6359,2472,4,3,3,3,2,2,2,2,2
4394,2309,4,3,3,3,2,2,2,2,2
4655,784,4,3,3,3,2,2,2,2,2
1997,1515,4,3,3,3,2,2,2,2,2
2854,4836,4,3,3,3,2,2,2,2,2
7797,4891,4,3,3,3,2,2,2,2,2
1846,6698,4,3,3,3,2,2,2,2,2
4872,470,4,3,3,3,2,2,2,2,2
8562,8685,4,3,3,3,2,2,2,2,2
1753,4530,4,3,3,3,2,2,2,2,2
1304,2844,4,3,3,3,2,2,2,2,2
2819,8422,4,3,3,3,2,2,2,2,2
1139,2150,4,3,3,3,2,2,2,2,2
6887,7307,4,3,3,3,2,2,2,2,2
6992,2436,4,3,3,3,2,2,2,2,2
2623,8048,4,3,3,3,2,2,2,2,2
7328,6531,4,3,3,3,2,2,2,2,2
3695,6815,4,3,3,3,2,2,2,2,2
3561,2815,4,3,3,3,2,2,2,2,2
4925,4013,4,3,3,3,2,2,2,2,2
9790,4965,4,3,3,3,2,2,2,2,2
38,9214,4,3,3,3,2,2,2,2,2
2535,7302,4,3,3,3,2,2,2,2,2
4724,6564,4,3,3,3,2,2,2,2,2
8247,5220,4,3,3,3,2,2,2,2,2
3393,4990,4,3,3,3,2,2,2,2,2
5293,8812,4,3,3,3,2,2,2,2,2
5300,3628,4,3,3,3,2,2,2,2,2
9328,6455,4,3,3,3,2,2,2,2,2
4022,4551,4,3,3,3,2,2,2,2,2
3097,6206,4,3,3,3,2,2,2,2,2
4071,5391,4,3,3,3,2,2,2,2,2
1965,2916,4,3,3,3,2,2,2,2,2
9958,6074,4,3,3,3,2,2,2,2,2
18,8869,4,3,3,3,2,2,2,2,2
1532,5121,4,3,3,3,2,2,2,2,2
4576,8381,4,3,3,3,2,2,2,2,2
2203,8487,4,3,3,3,2,2,2,2,2
3136,2555,4,3,3,3,2,2,2,2,2
7871,6302,4,3,3,3,2,2,2,2,2
9127,5133,4,3,3,3,2,2,2,2,2
7996,3265,4,3,3,3,2,2,2,2,2
4611,2168,4,3,3,3,2,2,2,2,2
83,1049,4,3,3,3,2,2,2,2,2
73,5439,4,3,3,3,2,2,2,2,2
6222,5184,4,3,3,3,2,2,2,2,2
1059,9006,4,3,3,3,2,2,2,2,2
4425,8815,4,3,3,3,2,2,2,2,2
191,2932,4,3,3,3,2,2,2,2,2
5100,7026,4,3,3,3,2,2,2,2,2
5815,5718,4,3,3,3,2,2,2,2,2
2123,3439,4,3,3,3,2,2,2,2,2
9291,6030,4,3,3,3,2,2,2,2,2
461,9350,4,3,3,3,2,2,2,2,2
7313,1722,4,3,3,3,2,2,2,2,2
7689,1766,4,3,3,3,2,2,2,2,2
2258,4400,4,3,3,3,2,2,2,2,2
5459,3411,4,3,3,3,2,2,2,2,2
1816,7462,4,3,3,3,2,2,2,2,2
4191,9143,4,3,3,3,2,2,2,2,2
9836,8916,4,3,3,3,2,2,2,2,2
1797,6170,4,3,3,3,2,2,2,2,2
7702,2264,4,3,3,3,2,2,2,2,2
5994,1430,4,3,3,3,2,2,2,2,2
3038,6346,4,3,3,3,2,2,2,2,2
6714,7809,4,3,3,3,2,2,2,2,2
7012,968,4,3,3,3,2,2,2,2,2
2573,5444,4,3,3,3,2,2,2,2,2
8421,4048,4,3,3,3,2,2,2,2,2
5026,6692,4,3,3,3,2,2,2,2,2
2360,1687,4,3,3,3,2,2,2,2,2
6598,4703,4,3,3,3,2,2,2,2,2
2533,7889,4,3,3,3,2,2,2,2,2
6477,4918,4,3,3,3,2,2,2,2,2
5463,3584,4,3,3,3,2,2,2,2,2
9858,4852,4,3,3,3,2,2,2,2,2
3721,6317,4,3,3,3,2,2,2,2,2
121,8574,4,3,3,3,2,2,2,2,2
4230,4186,4,3,3,3,2,2,2,2,2
2488,8281,4,3,3,3,2,2,2,2,2
5539,115,4,3,3,3,2,2,2,2,2
1446,9277,4,3,3,3,2,2,2,2,2
1628,5109,4,3,3,3,2,2,2,2,2
1585,1292,4,3,3,3,2,2,2,2,2
1603,4513,4,3,3,3,2,2,2,2,2
1908,2712,4,3,3,3,2,2,2,2,2
5373,8589,4,3,3,3,2,2,2,2,2
9847,6577,4,3,3,3,2,2,2,2,2
6792,6441,4,3,3,3,2,2,2,2,2
3227,4258,4,3,3,3,2,2,2,2,2
5566,3747,4,3,3,3,2,2,2,2,2
5042,4653,4,3,3,3,2,2,2,2,2
3684,9017,4,3,3,3,2,2,2,2,2
9770,99,4,3,3,3,2,2,2,2,2
2696,5870,4,3,3,3,2,2,2,2,2
2588,3283,4,3,3,3,2,2,2,2,2
5578,5708,4,3,3,3,2,2,2,2,2
6556,305,4,3,3,3,2,2,2,2,2
7032,6140,4,3,3,3,2,2,2,2,2
2978,9400,4,3,3,3,2,2,2,2,2
7720,3166,4,3,3,3,2,2,2,2,2
5186,4929,4,3,3,3,2,2,2,2,2
6782,6215,4,3,3,3,2,2,2,2,2
2001,1247,4,3,3,3,2,2,2,2,2
3743,5958,4,3,3,3,2,2,2,2,2
6247,2280,4,3,3,3,2,2,2,2,2
5338,479,4,3,3,3,2,2,2,2,2
375,4615,4,3,3,3,2,2,2,2,2
3347,8629,4,3,3,3,2,2,2,2,2
5577,5543,4,3,3,3,2,2,2,2,2
4503,6854,4,3,3,3,2,2,2,2,2
6790,5049,4,3,3,3,2,2,2,2,2
780,6293,4,3,3,3,2,2,2,2,2
5026,9852,4,3,3,3,2,2,2,2,2
5849,5008,4,3,3,3,2,2,2,2,2
5792,2125,4,3,3,3,2,2,2,2,2
5477,4498,4,3,3,3,2,2,2,2,2
9499,9858,4,3,3,3,2,2,2,2,2
2978,503,4,3,3,3,2,2,2,2,2
3653,1203,4,3,3,3,2,2,2,2,2
7709,4197,4,3,3,3,2,2,2,2,2
518,3716,4,3,3,3,2,2,2,2,2
1480,9286,4,3,3,3,2,2,2,2,2
9905,620,4,3,3,3,2,2,2,2,2
465,7093,4,3,3,3,2,2,2,2,2
9044,4450,4,3,3,3,2,2,2,2,2
690,4110,4,3,3,3,2,2,2,2,2
9118,3801,4,3,3,3,2,2,2,2,2
702,6663,4,3,3,3,2,2,2,2,2
4250,2374,4,3,3,3,2,2,2,2,2
3560,7905,4,3,3,3,2,2,2,2,2
3776,6081,4,3,3,3,2,2,2,2,2
7362,488,4,3,3,3,2,2,2,2,2
816,2160,4,3,3,3,2,2,2,2,2
2,5384,4,3,3,3,2,2,2,2,2
319,6408,4,3,3,3,2,2,2,2,2
5138,5027,4,3,3,3,2,2,2,2,2
5477,6920,4,3,3,3,2,2,2,2,2
6309,7174,4,3,3,3,2,2,2,2,2
9555,846,4,3,3,3,2,2,2,2,2
1228,1897,4,3,3,3,2,2,2,2,2
1620,1919,4,3,3,3,2,2,2,2,2
544,7649,4,3,3,3,2,2,2,2,2
259,1370,4,3,3,3,2,2,2,2,2
3618,4584,4,3,3,3,2,2,2,2,2
9958,6501,4,3,3,3,2,2,2,2,2
3619,667,4,3,3,3,2,2,2,2,2
2825,8427,4,3,3,3,2,2,2,2,2
7173,8711,4,3,3,3,2,2,2,2,2
4792,2268,4,3,3,3,2,2,2,2,2
2043,9652,4,3,3,3,2,2,2,2,2
3646,2934,4,3,3,3,2,2,2,2,2
9753,2720,4,3,3,3,2,2,2,2,2
6760,7588,4,3,3,3,2,2,2,2,2
7517,461,4,3,3,3,2,2,2,2,2
8560,2026,4,3,3,3,2,2,2,2,2
6137,6136,4,3,3,3,2,2,2,2,2
8937,4399,4,3,3,3,2,2,2,2,2
4803,3070,4,3,3,3,2,2,2,2,2
8413,9879,4,3,3,3,2,2,2,2,2
3438,8013,4,3,3,3,2,2,2,2,2
3893,3517,4,3,3,3,2,2,2,2,2
3802,7806,4,3,3,3,2,2,2,2,2
758,7150,4,3,3,3,2,2,2,2,2
1741,576,4,3,3,3,2,2,2,2,2
4725,6415,4,3,3,3,2,2,2,2,2
5162,651,4,3,3,3,2,2,2,2,2
6483,4251,4,3,3,3,2,2,2,2,2
1681,7509,4,3,3,3,2,2,2,2,2
9077,1151,4,3,3,3,2,2,2,2,2
3682,191,4,3,3,3,2,2,2,2,2
9874,3815,4,3,3,3,2,2,2,2,2
473,4604,4,3,3,3,2,2,2,2,2
7200,4866,4,4,3,3,2,2,2,2,2
843,8421,4,4,3,3,2,2,2,2,2
8245,8382,4,4,3,3,2,2,2,2,2
8368,279,4,4,3,3,2,2,2,2,2
8901,4561,4,4,3,3,2,2,2,2,2
5818,1871,4,4,3,3,2,2,2,2,2
1528,1856,4,4,3,3,2,2,2,2,2
590,8501,4,4,3,3,2,2,2,2,2
5619,1737,4,4,3,3,2,2,2,2,2
2484,2997,4,4,3,3,2,2,2,2,2
7691,5818,4,4,3,3,2,2,2,2,2
4062,4811,4,4,3,3,2,2,2,2,2
5033,116,4,4,3,3,2,2,2,2,2
1304,7489,4,4,3,3,2,2,2,2,2
5179,8918,4,4,3,3,2,2,2,2,2
4467,9369,4,4,3,3,2,2,2,2,2
4873,3751,4,4,3,3,2,2,2,2,2
9139,6266,4,4,3,3,2,2,2,2,2
7867,9312,4,4,3,3,2,2,2,2,2
8058,4712,4,4,3,3,2,2,2,2,2
1597,1740,4,4,3,3,2,2,2,2,2
8998,9628,4,4,3,3,2,2,2,2,2
7173,7046,4,4,3,3,2,2,2,2,2
7257,2276,4,4,3,3,2,2,2,2,2
2058,7012,4,4,3,3,2,2,2,2,2
5683,9893,4,4,3,3,2,2,2,2,2
4824,2046,4,4,3,3,2,2,2,2,2
6162,2557,4,4,3,3,2,2,2,2,2
6762,1661,4,4,3,3,2,2,2,2,2
3473,8043,4,4,3,3,2,2,2,2,2
2360,8196,4,4,3,3,2,2,2,2,2
7738,3233,4,4,3,3,2,2,2,2,2
4681,3894,4,4,3,3,2,2,2,2,2
3138,7225,4,4,3,3,2,2,2,2,2
9737,5824,4,4,3,3,2,2,2,2,2
1034,8564,4,4,3,3,2,2,2,2,2
9469,4880,4,4,3,3,2,2,2,2,2
798,1020,4,4,3,3,2,2,2,2,2
5003,1167,4,4,3,3,2,2,2,2,2
9563,3975,4,4,3,3,2,2,2,2,2
3646,6945,4,4,3,3,2,2,2,2,2
4170,3772,4,4,3,3,2,2,2,2,2
3532,1034,4,4,3,3,2,2,2,2,2
9051,8267,4,4,3,3,2,2,2,2,2
3960,1050,4,4,3,3,2,2,2,2,2
8594,2196,4,4,3,3,2,2,2,2,2
6820,9422,4,4,3,3,2,2,2,2,2
5930,6456,4,4,3,3,2,2,2,2,2
1676,8058,4,4,3,3,2,2,2,2,2
7748,9224,4,4,3,3,2,2,2,2,2
8245,1960,4,4,3,3,2,2,2,2,2
848,7496,4,4,3,3,2,2,2,2,2
8656,208,4,4,3,3,2,2,2,2,2
2277,840,4,4,3,3,2,2,2,2,2
8796,752,4,4,3,3,2,2,2,2,2
9092,1603,4,4,3,3,2,2,2,2,2
4848,780,4,4,3,3,2,2,2,2,2
9147,8973,4,4,3,3,2,2,2,2,2
4061,7688,4,4,3,3,2,2,2,2,2
6511,5619,4,4,3,3,2,2,2,2,2
4581,5394,4,4,3,3,2,2,2,2,2
121,7861,4,4,3,3,2,2,2,2,2
6113,5609,4,4,3,3,2,2,2,2,2
2924,2966,4,4,3,3,2,2,2,2,2
5111,269,4,4,3,3,2,2,2,2,2
9596,9054,4,4,3,3,2,2,2,2,2
4689,4366,4,4,3,3,2,2,2,2,2
860,5658,4,4,3,3,2,2,2,2,2
4982,7738,4,4,3,3,2,2,2,2,2
5240,5593,4,4,3,3,2,2,2,2,2
3775,343,4,4,3,3,2,2,2,2,2
97,8248,4,4,3,3,2,2,2,2,2
3371,6794,4,4,3,3,2,2,2,2,2
8186,7477,4,4,3,3,2,2,2,2,2
5577,5351,4,4,3,3,2,2,2,2,2
890,4108,4,4,3,3,2,2,2,2,2
3619,5544,4,4,3,3,2,2,2,2,2
8310,6624,4,4,3,3,2,2,2,2,2
8666,5566,4,4,3,3,2,2,2,2,2
2055,9389,4,4,3,3,2,2,2,2,2
6544,6910,4,4,3,3,2,2,2,2,2
3568,4698,4,4,3,3,2,2,2,2,2
7776,3746,4,4,3,3,2,2,2,2,2
420,7691,4,4,3,3,2,2,2,2,2
743,2146,4,4,3,3,2,2,2,2,2
5951,278,4,4,3,3,2,2,2,2,2
6047,1365,4,4,3,3,2,2,2,2,2
1616,9354,4,4,3,3,2,2,2,2,2
5138,9034,4,4,3,3,2,2,2,2,2
8332,8816,4,4,3,3,2,2,2,2,2
2767,7491,4,4,3,3,2,2,2,2,2
1069,9166,4,4,3,3,2,2,2,2,2
292,2804,4,4,3,3,2,2,2,2,2
4534,6730,4,4,3,3,2,2,2,2,2
562,6419,4,4,3,3,2,2,2,2,2
1882,5895,4,4,3,3,2,2,2,2,2
8073,4603,4,4,3,3,2,2,2,2,2
275,8057,4,4,3,3,2,2,2,2,2
387,2511,4,4,3,3,2,2,2,2,2
4962,1803,4,4,3,3,2,2,2,2,2
919,2817,4,4,3,3,2,2,2,2,2
2728,402,4,4,3,3,2,2,2,2,2
3787,1431,4,4,3,3,2,2,2,2,2
6342,8739,4,4,3,3,2,2,2,2,2
4112,2180,4,4,3,3,2,2,2,2,2
8562,6650,4,4,3,3,2,2,2,2,2
9334,5293,4,4,3,3,2,2,2,2,2
1213,6641,4,4,3,3,2,2,2,2,2
8594,1310,4,4,3,3,2,2,2,2,2
5643,568,4,4,3,3,2,2,2,2,2
196,4396,4,4,3,3,2,2,2,2,2
321,3451,4,4,3,3,2,2,2,2,2
9273,3914,4,4,3,3,2,2,2,2,2
6643,7492,4,4,3,3,2,2,2,2,2
5974,683,4,4,3,3,2,2,2,2,2
9563,2518,4,4,3,3,2,2,2,2,2
320,5154,4,4,3,3,2,2,2,2,2
3839,3568,4,4,3,3,2,2,2,2,2
4598,2640,4,4,3,3,2,2,2,2,2
4401,5806,4,4,3,3,2,2,2,2,2
7001,7334,4,4,3,3,2,2,2,2,2
4061,4658,4,4,3,3,2,2,2,2,2
8052,4064,4,4,3,3,2,2,2,2,2
1633,8617,4,4,3,3,2,2,2,2,2
2010,9876,4,4,3,3,2,2,2,2,2
9856,3104,4,4,3,3,2,2,2,2,2
2533,2746,4,4,3,3,2,2,2,2,2
3483,8605,4,4,3,3,2,2,2,2,2
8246,1337,4,4,3,3,2,2,2,2,2
4040,685,4,4,3,3,2,2,2,2,2
2573,7581,4,4,3,3,2,2,2,2,2
9958,7424,4,4,3,3,2,2,2,2,2
6222,6786,4,4,3,3,2,2,2,2,2
3400,25,4,4,3,3,2,2,2,2,2
5149,1827,4,4,3,3,2,2,2,2,2
9826,4577,4,4,3,3,2,2,2,2,2
3109,493,4,4,3,3,2,2,2,2,2
7027,699,4,4,3,3,2,2,2,2,2
9636,843,4,4,3,3,2,2,2,2,2
6172,8880,4,4,3,3,2,2,2,2,2
1838,7091,4,4,3,3,2,2,2,2,2
2928,4397,4,4,3,3,2,2,2,2,2
5198,919,4,4,3,3,2,2,2,2,2
3363,7715,4,4,3,3,2,2,2,2,2
3179,9167,4,4,3,3,2,2,2,2,2
76,4024,4,4,3,3,2,2,2,2,2
4091,7426,4,4,3,3,2,2,2,2,2
4515,1270,4,4,3,3,2,2,2,2,2
9866,2581,4,4,3,3,2,2,2,2,2
6892,6494,4,4,3,3,2,2,2,2,2
1752,9744,4,4,3,3,2,2,2,2,2
9245,4925,4,4,3,3,2,2,2,2,2
7855,8112,4,4,3,3,2,2,2,2,2
2894,517,4,4,3,3,2,2,2,2,2
7224,9952,4,4,3,3,2,2,2,2,2
1164,3559,4,4,3,3,2,2,2,2,2
5893,6608,4,4,3,3,2,2,2,2,2
769,4234,4,4,3,3,2,2,2,2,2
9816,2116,4,4,3,3,2,2,2,2,2
9005,4401,4,4,3,3,2,2,2,2,2
214,535,4,4,3,3,2,2,2,2,2
9127,6760,4,4,3,3,2,2,2,2,2
6201,7508,4,4,3,3,2,2,2,2,2
7237,7019,4,4,3,3,2,2,2,2,2
3574,3157,4,4,3,3,2,2,2,2,2
1137,2394,4,4,3,3,2,2,2,2,2
4725,4694,4,4,3,3,2,2,2,2,2
1104,5981,4,4,3,3,2,2,2,2,2
1128,6816,4,4,3,3,2,2,2,2,2
2303,2829,4,4,3,3,2,2,2,2,2
3246,6477,4,4,3,3,2,2,2,2,2
6417,8153,4,4,3,3,2,2,2,2,2
1968,9011,4,4,3,3,2,2,2,2,2
76,5338,4,4,3,3,2,2,2,2,2
6939,3565,4,4,3,3,2,2,2,2,2
9087,9770,4,4,3,3,2,2,2,2,2
4692,4630,4,4,3,3,2,2,2,2,2
7573,1256,4,4,3,3,2,2,2,2,2
94,7686,4,4,3,3,2,2,2,2,2
3530,5179,4,4,3,3,2,2,2,2,2
4723,3339,4,4,3,3,2,2,2,2,2
2539,196,4,4,3,3,2,2,2,2,2
2330,94,4,4,3,3,2,2,2,2,2
1086,2418,4,4,3,3,2,2,2,2,2
3296,7045,4,4,3,3,2,2,2,2,2
1865,5517,4,4,3,3,2,2,2,2,2
1369,4589,4,4,3,3,2,2,2,2,2
9087,9693,4,4,3,3,2,2,2,2,2
6141,8759,4,4,3,3,2,2,2,2,2
6289,984,4,4,3,3,2,2,2,2,2
6227,4665,4,4,3,3,2,2,2,2,2
9372,148,4,4,3,3,2,2,2,2,2
7936,5738,4,4,3,3,2,2,2,2,2
4196,3181,4,4,3,3,2,2,2,2,2
5465,9754,4,4,3,3,2,2,2,2,2
4155,3974,4,4,3,3,2,2,2,2,2
8517,2400,4,4,3,3,2,2,2,2,2
8934,4325,4,4,3,3,2,2,2,2,2
1355,1382,4,4,3,3,2,2,2,2,2
3713,3570,4,4,3,3,2,2,2,2,2
7767,3721,4,4,3,3,2,2,2,2,2
8483,1194,4,4,3,3,2,2,2,2,2
406,2191,4,4,3,3,2,2,2,2,2
7539,1910,4,4,3,3,2,2,2,2,2
1596,880,4,4,3,3,2,2,2,2,2
9759,3256,4,4,3,3,2,2,2,2,2
7080,835,4,4,3,3,2,2,2,2,2
6351,1988,4,4,3,3,2,2,2,2,2
9994,2831,4,4,3,3,2,2,2,2,2
6332,965,4,4,3,3,2,2,2,2,2
9525,7624,4,4,3,3,2,2,2,2,2
5271,2623,4,4,3,3,2,2,2,2,2
2241,3125,4,4,3,3,2,2,2,2,2
4794,1529,4,4,3,3,2,2,2,2,2
2978,2819,4,4,3,3,2,2,2,2,2
3907,1991,4,4,3,3,2,2,2,2,2
2527,355,4,4,3,3,2,2,2,2,2
2416,7749,4,4,3,3,2,2,2,2,2
344,2606,4,4,3,3,2,2,2,2,2
4541,829,4,4,3,3,2,2,2,2,2
5371,1781,4,4,3,3,2,2,2,2,2
6207,7435,4,4,3,3,2,2,2,2,2
9377,1965,4,4,3,3,2,2,2,2,2
6082,8690,4,4,3,3,2,2,2,2,2
7220,8733,4,4,3,3,2,2,2,2,2
451,6828,4,4,3,3,2,2,2,2,2
7387,8620,4,4,3,3,2,2,2,2,2
5470,4155,4,4,3,3,2,2,2,2,2
715,5164,4,4,3,3,2,2,2,2,2
3415,1449,4,4,3,3,2,2,2,2,2
9404,3418,4,4,3,3,2,2,2,2,2
3601,1165,4,4,3,3,2,2,2,2,2
1001,1929,4,4,3,3,2,2,2,2,2
785,6034,4,4,3,3,2,2,2,2,2
2900,4334,4,4,3,3,2,2,2,2,2
2570,3767,4,4,3,3,2,2,2,2,2
6099,6042,4,4,3,3,2,2,2,2,2
5777,2333,4,4,3,3,2,2,2,2,2
118,9525,4,4,3,3,2,2,2,2,2
463,9957,4,4,3,3,2,2,2,2,2
3395,6830,4,4,3,3,2,2,2,2,2
9871,3095,4,4,3,3,2,2,2,2,2
2594,1030,4,4,3,3,2,2,2,2,2
1585,3714,4,4,3,3,2,2,2,2,2
1304,5111,4,4,3,3,2,2,2,2,2
4942,167,4,4,3,3,2,2,2,2,2
1249,109,4,4,3,3,2,2,2,2,2
5886,7252,4,4,3,3,2,2,2,2,2
2073,5846,4,4,3,3,2,2,2,2,2
1969,5165,4,4,3,3,2,2,2,2,2
5055,7505,4,4,3,3,2,2,2,2,2
6100,1521,4,4,3,3,2,2,2,2,2
1375,3064,4,4,3,3,2,2,2,2,2
6647,4620,4,4,3,3,2,2,2,2,2
2728,3014,4,4,3,3,2,2,2,2,2
4976,7152,4,4,3,3,2,2,2,2,2
3619,9833,4,4,3,3,2,2,2,2,2
3007,7101,4,4,3,3,2,2,2,2,2
9563,6990,4,4,3,3,2,2,2,2,2
4187,4062,4,4,3,3,2,2,2,2,2
204,707,4,4,3,3,2,2,2,2,2
1387,1354,4,4,3,3,2,2,2,2,2
3986,2707,4,4,3,3,2,2,2,2,2
4238,4830,4,4,3,3,2,2,2,2,2
3138,5062,4,4,3,3,2,2,2,2,2
9526,9172,4,4,3,3,2,2,2,2,2
8325,4734,4,4,3,3,2,2,2,2,2
3264,5003,4,4,3,3,2,2,2,2,2
3839,121,4,4,3,3,2,2,2,2,2
2179,2143,4,4,3,3,2,2,2,2,2
3360,8924,4,4,3,3,2,2,2,2,2
1523,8793,4,4,3,3,2,2,2,2,2
6478,2697,4,4,3,3,2,2,2,2,2
6176,9750,4,4,3,3,2,2,2,2,2
920,7723,4,4,3,3,2,2,2,2,2
5903,1213,4,4,3,3,2,2,2,2,2
3846,7982,4,4,3,3,2,2,2,2,2
4336,1861,4,4,3,3,2,2,2,2,2
6616,9111,4,4,3,3,2,2,2,2,2
1576,1538,4,4,3,3,2,2,2,2,2
5504,9837,4,4,3,3,2,2,2,2,2
5033,4083,4,4,3,3,2,2,2,2,2
5100,3419,4,4,3,3,2,2,2,2,2
7107,9958,4,4,3,3,2,2,2,2,2
1228,2183,4,4,3,3,2,2,2,2,2
6872,8425,4,4,3,3,2,2,2,2,2
6724,6547,4,4,3,3,2,2,2,2,2
2176,320,4,4,3,3,2,2,2,2,2
8584,1681,4,4,3,3,2,2,2,2,2
4319,7849,4,4,3,3,2,2,2,2,2
4619,7739,4,4,3,3,2,2,2,2,2
7974,6561,4,4,3,3,2,2,2,2,2
2458,562,4,4,3,3,2,2,2,2,2
4779,3781,4,4,3,3,2,2,2,2,2
8517,1394,4,4,3,3,2,2,2,2,2
3706,2398,4,4,3,3,2,2,2,2,2
6835,9597,4,4,3,3,2,2,2,2,2
2514,6525,4,4,3,3,2,2,2,2,2
9595,1634,4,4,3,3,2,2,2,2,2
3611,7160,4,4,3,3,2,2,2,2,2
2445,8343,4,4,3,3,2,2,2,2,2
6056,5568,4,4,3,3,2,2,2,2,2
3985,6868,4,4,3,3,2,2,2,2,2
8823,8533,4,4,3,3,2,2,2,2,2
3347,6280,4,4,3,3,2,2,2,2,2
782,350,4,4,3,3,2,2,2,2,2
7080,4984,4,4,3,3,2,2,2,2,2
1217,295,4,4,3,3,2,2,2,2,2
4059,5974,4,4,3,3,2,2,2,2,2
9275,6892,4,4,3,3,2,2,2,2,2
3653,9950,4,4,3,3,2,2,2,2,2
674,1893,4,4,3,3,2,2,2,2,2
5909,5344,4,4,3,3,2,2,2,2,2
8901,7095,4,4,3,3,2,2,2,2,2
873,9259,4,4,3,3,2,2,2,2,2
2773,3523,4,4,3,3,2,2,2,2,2
7720,5055,4,4,3,3,2,2,2,2,2
8309,8697,4,4,3,3,2,2,2,2,2
3054,758,4,4,3,3,2,2,2,2,2
5375,2897,4,4,3,3,2,2,2,2,2
1838,8624,4,4,3,3,2,2,2,2,2
8332,8913,4,4,3,3,2,2,2,2,2
5816,5375,4,4,3,3,2,2,2,2,2
4061,6219,4,4,3,3,2,2,2,2,2
883,9130,4,4,3,3,2,2,2,2,2
7034,8807,4,4,3,3,2,2,2,2,2
9983,293,4,4,3,3,2,2,2,2,2
7775,4716,4,4,3,3,2,2,2,2,2
8666,1153,4,4,3,3,2,2,2,2,2
2445,6556,4,4,3,3,2,2,2,2,2
6973,6274,4,4,3,3,2,2,2,2,2
6043,7776,4,4,3,3,2,2,2,2,2
4252,4680,4,4,3,3,2,2,2,2,2
4689,2054,4,4,3,3,2,2,2,2,2
445,6860,4,4,3,3,2,2,2,2,2
883,7028,4,4,3,3,2,2,2,2,2
1462,4872,4,4,3,3,2,2,2,2,2
8253,4906,4,4,3,3,2,2,2,2,2
9265,1951,4,4,3,3,2,2,2,2,2
9480,1842,4,4,3,3,2,2,2,2,2
9385,2416,4,4,3,3,2,2,2,2,2
9669,122,4,4,3,3,2,2,2,2,2
4794,221,4,4,3,3,2,2,2,2,2
2770,6359,4,4,3,3,2,2,2,2,2
5205,8867,4,4,3,3,2,2,2,2,2
1883,6982,4,4,3,3,2,2,2,2,2
